#queryIndex	queryItem	stringId	preferredName	annotation
280	P16401	9606.ENSP00000330074	H1-5	Histone H1.5; Histone H1 protein binds to linker DNA between nucleosomes forming the macromolecular structure known as the chromatin fiber. Histones H1 are necessary for the condensation of nucleosome chains into higher-order structured fibers. Acts also as a regulator of individual gene transcription through chromatin remodeling, nucleosome spacing and DNA methylation (By similarity).
281	P16402	9606.ENSP00000244534	H1-3	Histone H1.3; Histone H1 protein binds to linker DNA between nucleosomes forming the macromolecular structure known as the chromatin fiber. Histones H1 are necessary for the condensation of nucleosome chains into higher-order structured fibers. Acts also as a regulator of individual gene transcription through chromatin remodeling, nucleosome spacing and DNA methylation (By similarity).
282	P16403	9606.ENSP00000339566	H1-2	Histone H1.2; Histone H1 protein binds to linker DNA between nucleosomes forming the macromolecular structure known as the chromatin fiber. Histones H1 are necessary for the condensation of nucleosome chains into higher-order structured fibers. Acts also as a regulator of individual gene transcription through chromatin remodeling, nucleosome spacing and DNA methylation (By similarity).
283	P17066	9606.ENSP00000310219	HSPA6	Heat shock 70 kDa protein 6; Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis and ADP [...] 
284	P17174	9606.ENSP00000359539	GOT1	Aspartate aminotransferase, cytoplasmic; Biosynthesis of L-glutamate from L-aspartate or L-cysteine. Important regulator of levels of glutamate, the major excitatory neurotransmitter of the vertebrate central nervous system. Acts as a scavenger of glutamate in brain neuroprotection. The aspartate aminotransferase activity is involved in hepatic glucose synthesis during development and in adipocyte glyceroneogenesis. Using L-cysteine as substrate, regulates levels of mercaptopyruvate, an important source of hydrogen sulfide. Mercaptopyruvate is converted into H(2)S via the action of 3-m [...] 
285	P18124	9606.ENSP00000339795	RPL7	60S ribosomal protein L7; Component of the large ribosomal subunit. Binds to G-rich structures in 28S rRNA and in mRNAs. Plays a regulatory role in the translation apparatus; inhibits cell-free translation of mRNAs.
286	P18428	9606.ENSP00000217407	LBP	Lipopolysaccharide-binding protein; Plays a role in the innate immune response. Binds to the lipid A moiety of bacterial lipopolysaccharides (LPS), a glycolipid present in the outer membrane of all Gram-negative bacteria. Acts as an affinity enhancer for CD14, facilitating its association with LPS. Promotes the release of cytokines in response to bacterial lipopolysaccharide.
287	P18583	9606.ENSP00000348984	SON	Protein SON; RNA-binding protein that acts as a mRNA splicing cofactor by promoting efficient splicing of transcripts that possess weak splice sites. Specifically promotes splicing of many cell-cycle and DNA-repair transcripts that possess weak splice sites, such as TUBG1, KATNB1, TUBGCP2, AURKB, PCNT, AKT1, RAD23A, and FANCG. Probably acts by facilitating the interaction between Serine/arginine-rich proteins such as SRSF2 and the RNA polymerase II. Also binds to DNA; binds to the consensus DNA sequence: 5'-GA[GT]AN[CG][AG]CC-3'. May indirectly repress hepatitis B virus (HBV) core prom [...] 
288	P19652	9606.ENSP00000394936	ORM2	Alpha-1-acid glycoprotein 2; Functions as transport protein in the blood stream. Binds various hydrophobic ligands in the interior of its beta-barrel domain. Also binds synthetic drugs and influences their distribution and availability. Appears to function in modulating the activity of the immune system during the acute-phase reaction.
289	P19823	9606.ENSP00000351190	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2; May act as a carrier of hyaluronan in serum or as a binding protein between hyaluronan and other matrix protein, including those on cell surfaces in tissues to regulate the localization, synthesis and degradation of hyaluronan which are essential to cells undergoing biological processes; Belongs to the ITIH family.
290	P19827	9606.ENSP00000273283	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1; May act as a carrier of hyaluronan in serum or as a binding protein between hyaluronan and other matrix protein, including those on cell surfaces in tissues to regulate the localization, synthesis and degradation of hyaluronan which are essential to cells undergoing biological processes.
291	P19961	9606.ENSP00000354610	AMY2B	Amylase alpha 2B; Belongs to the glycosyl hydrolase 13 family.
292	P20339	9606.ENSP00000273047	RAB5A	Ras-related protein Rab-5A; Small GTPase which cycles between active GTP-bound and inactive GDP-bound states. In its active state, binds to a variety of effector proteins to regulate cellular responses such as of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Active GTP-bound form is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. RAB5A is required for the fusion of plasma membranes and early endosomes. Contributes to the regulati [...] 
293	P20671	9606.ENSP00000341094	H2AC7	Histone H2A type 1-D; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
295	P20851	9606.ENSP00000243611	C4BPB	C4b-binding protein beta chain; Controls the classical pathway of complement activation. It binds as a cofactor to C3b/C4b inactivator (C3bINA), which then hydrolyzes the complement fragment C4b. It also accelerates the degradation of the C4bC2a complex (C3 convertase) by dissociating the complement fragment C2a. It also interacts with anticoagulant protein S and with serum amyloid P component. The beta chain binds protein S.
296	P21439	9606.ENSP00000265723	ABCB4	Phosphatidylcholine translocator ABCB4; Energy-dependent phospholipid efflux translocator that acts as a positive regulator of biliary lipid secretion. Functions as a floppase that translocates specifically phosphatidylcholine (PC) from the inner to the outer leaflet of the canalicular membrane bilayer into the canaliculi of hepatocytes. Translocation of PC makes the biliary phospholipids available for extraction into the canaliculi lumen by bile salt mixed micelles and therefore protects the biliary tree from the detergent activity of bile salts. Plays a role in the recruitment of pho [...] 
297	P22352	9606.ENSP00000373477	GPX3	Glutathione peroxidase 3; Protects cells and enzymes from oxidative damage, by catalyzing the reduction of hydrogen peroxide, lipid peroxides and organic hydroperoxide, by glutathione.
298	P22735	9606.ENSP00000206765	TGM1	Protein-glutamine gamma-glutamyltransferase K; Catalyzes the cross-linking of proteins and the conjugation of polyamines to proteins. Responsible for cross-linking epidermal proteins during formation of the stratum corneum. Involved in cell proliferation ; Belongs to the transglutaminase superfamily. Transglutaminase family.
299	P22792	9606.ENSP00000319464	CPN2	Carboxypeptidase N subunit 2; The 83 kDa subunit binds and stabilizes the catalytic subunit at 37 degrees Celsius and keeps it in circulation. Under some circumstances it may be an allosteric modifier of the catalytic subunit.
301	P23142	9606.ENSP00000331544	FBLN1	Fibulin-1; Incorporated into fibronectin-containing matrix fibers. May play a role in cell adhesion and migration along protein fibers within the extracellular matrix (ECM). Could be important for certain developmental processes and contribute to the supramolecular organization of ECM architecture, in particular to those of basement membranes. Has been implicated in a role in cellular transformation and tumor invasion, it appears to be a tumor suppressor. May play a role in haemostasis and thrombosis owing to its ability to bind fibrinogen and incorporate into clots. Could play a signi [...] 
302	P23381	9606.ENSP00000347495	WARS1	Tryptophan--tRNA ligase, cytoplasmic; Isoform 1, isoform 2 and T1-TrpRS have aminoacylation activity while T2-TrpRS lacks it. Isoform 2, T1-TrpRS and T2-TrpRS possess angiostatic activity whereas isoform 1 lacks it. T2-TrpRS inhibits fluid shear stress-activated responses of endothelial cells. Regulates ERK, Akt, and eNOS activation pathways that are associated with angiogenesis, cytoskeletal reorganization and shear stress- responsive gene expression.
303	P23526	9606.ENSP00000217426	AHCY	Adenosylhomocysteinase; Adenosylhomocysteine is a competitive inhibitor of S- adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of adenosylhomocysteine.
304	P23528	9606.ENSP00000432660	CFL1	Cofilin-1; Binds to F-actin and exhibits pH-sensitive F-actin depolymerizing activity. Regulates actin cytoskeleton dynamics. Important for normal progress through mitosis and normal cytokinesis. Plays a role in the regulation of cell morphology and cytoskeletal organization. Required for the up-regulation of atypical chemokine receptor ACKR2 from endosomal compartment to cell membrane, increasing its efficiency in chemokine uptake and degradation. Required for neural tube morphogenesis and neural crest cell migration (By similarity).
305	P25311	9606.ENSP00000292401	AZGP1	Zinc-alpha-2-glycoprotein; Stimulates lipid degradation in adipocytes and causes the extensive fat losses associated with some advanced cancers. May bind polyunsaturated fatty acids; Belongs to the MHC class I family.
306	P25705	9606.ENSP00000381736	ATP5F1A	ATP synthase subunit alpha, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the  [...] 
307	P26038	9606.ENSP00000353408	MSN	Moesin; Ezrin-radixin-moesin (ERM) family protein that connects the actin cytoskeleton to the plasma membrane and thereby regulates the structure and function of specific domains of the cell cortex. Tethers actin filaments by oscillating between a resting and an activated state providing transient interactions between moesin and the actin cytoskeleton. Once phosphorylated on its C-terminal threonine, moesin is activated leading to interaction with F-actin and cytoskeletal rearrangement. These rearrangements regulate many cellular processes, including cell shape determination, membrane  [...] 
308	P26641	9606.ENSP00000331901	EEF1G	Elongation factor 1-gamma; Probably plays a role in anchoring the complex to other cellular components.
309	P27169	9606.ENSP00000222381	PON1	Serum paraoxonase/arylesterase 1; Hydrolyzes the toxic metabolites of a variety of organophosphorus insecticides. Capable of hydrolyzing a broad spectrum of organophosphate substrates and lactones, and a number of aromatic carboxylic acid esters. Mediates an enzymatic protection of low density lipoproteins against oxidative modification and the consequent series of events leading to atheroma formation; Belongs to the paraoxonase family.
310	P27918	9606.ENSP00000247153	CFP	Properdin; A positive regulator of the alternate pathway (AP) of complement. It binds to and stabilizes the C3- and C5-convertase enzyme complexes. Inhibits CFI-CFH mediated degradation of Complement C3 beta chain (C3b).
311	P29508	9606.ENSP00000283752	SERPINB3	Serpin B3; May act as a papain-like cysteine protease inhibitor to modulate the host immune response against tumor cells. Also functions as an inhibitor of UV-induced apoptosis via suppression of the activity of c-Jun NH(2)-terminal kinase (JNK1).
312	P29622	9606.ENSP00000451172	SERPINA4	Kallistatin; Inhibits human amidolytic and kininogenase activities of tissue kallikrein. Inhibition is achieved by formation of an equimolar, heat- and SDS-stable complex between the inhibitor and the enzyme, and generation of a small C-terminal fragment of the inhibitor due to cleavage at the reactive site by tissue kallikrein. Belongs to the serpin family.
313	P29692	9606.ENSP00000410059	EEF1D	Elongation factor 1-delta; [Isoform 1]: EF-1-beta and EF-1-delta stimulate the exchange of GDP bound to EF-1-alpha to GTP, regenerating EF-1-alpha for another round of transfer of aminoacyl-tRNAs to the ribosome; Belongs to the EF-1-beta/EF-1-delta family.
314	P30101	9606.ENSP00000300289	PDIA3	Protein disulfide-isomerase A3; Protein disulfide isomerase family A member 3; Belongs to the protein disulfide isomerase family.
315	P30613	9606.ENSP00000339933	PKLR	Pyruvate kinase PKLR; Plays a key role in glycolysis.
316	P31151	9606.ENSP00000357711	S100A7	S100 calcium binding protein A7.
317	P31153	9606.ENSP00000303147	MAT2A	S-adenosylmethionine synthase isoform type-2; Catalyzes the formation of S-adenosylmethionine from methionine and ATP. The reaction comprises two steps that are both catalyzed by the same enzyme: formation of S-adenosylmethionine (AdoMet) and triphosphate, and subsequent hydrolysis of the triphosphate; Belongs to the AdoMet synthase family.
318	P31947	9606.ENSP00000340989	SFN	14-3-3 protein sigma; Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. When bound to KRT17, regulates protein synthesis and epithelial cell growth by stimulating Akt/mTOR pathway. May also regulate MDM2 autoubiquitination and degradation and thereby activate p53/TP53; Belongs to the 14-3-3 family.
319	P32119	9606.ENSP00000301522	PRDX2	Peroxiredoxin-2; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Might participate in the signaling cascades of growth factors and tumor necrosis factor-alpha by regulating the intracellular concentrations of H(2)O(2).
320	P33778	9606.ENSP00000482674	H2BC3	Histone H2B type 1-B; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
321	P33991	9606.ENSP00000262105	MCM4	DNA replication licensing factor MCM4; Acts as component of the MCM2-7 complex (MCM complex) which is the putative replicative helicase essential for 'once per cell cycle' DNA replication initiation and elongation in eukaryotic cells. The active ATPase sites in the MCM2-7 ring are formed through the interaction surfaces of two neighboring subunits such that a critical structure of a conserved arginine finger motif is provided in trans relative to the ATP-binding site of the Walker A box of the adjacent subunit. The six ATPase active sites, however, are likely to contribute differential [...] 
322	P35232	9606.ENSP00000479488	PHB	Prohibitin; Prohibitin inhibits DNA synthesis. It has a role in regulating proliferation. As yet it is unclear if the protein or the mRNA exhibits this effect. May play a role in regulating mitochondrial respiration activity and in aging.
323	P35241	9606.ENSP00000496414	RDX	Radixin; Probably plays a crucial role in the binding of the barbed end of actin filaments to the plasma membrane.
324	P35579	9606.ENSP00000216181	MYH9	Myosin-9; Cellular myosin that appears to play a role in cytokinesis, cell shape, and specialized functions such as secretion and capping. During cell spreading, plays an important role in cytoskeleton reorganization, focal contacts formation (in the margins but not the central part of spreading cells), and lamellipodial retraction; this function is mechanically antagonized by MYH10.
325	P35858	9606.ENSP00000416683	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit; Involved in protein-protein interactions that result in protein complexes, receptor-ligand binding or cell adhesion.
326	P36955	9606.ENSP00000254722	SERPINF1	Pigment epithelium-derived factor; Neurotrophic protein; induces extensive neuronal differentiation in retinoblastoma cells. Potent inhibitor of angiogenesis. As it does not undergo the S (stressed) to R (relaxed) conformational transition characteristic of active serpins, it exhibits no serine protease inhibitory activity.
327	P36980	9606.ENSP00000356385	CFHR2	Complement factor H-related protein 2; Involved in complement regulation. The dimerized forms have avidity for tissue-bound complement fragments and efficiently compete with the physiological complement inhibitor CFH. Can associate with lipoproteins and may play a role in lipid metabolism.
328	P38646	9606.ENSP00000297185	HSPA9	Stress-70 protein, mitochondrial; Chaperone protein which plays an important role in mitochondrial iron-sulfur cluster (ISC) biogenesis. Interacts with and stabilizes ISC cluster assembly proteins FXN, NFU1, NFS1 and ISCU. Regulates erythropoiesis via stabilization of ISC assembly. May play a role in the control of cell proliferation and cellular aging (By similarity). Belongs to the heat shock protein 70 family.
329	P41250	9606.ENSP00000373918	GARS1	Glycine--tRNA ligase; Catalyzes the ATP-dependent ligation of glycine to the 3'-end of its cognate tRNA, via the formation of an aminoacyl-adenylate intermediate (Gly-AMP). Also produces diadenosine tetraphosphate (Ap4A), a universal pleiotropic signaling molecule needed for cell regulation pathways, by direct condensation of 2 ATPs. Thereby, may play a special role in Ap4A homeostasis. Belongs to the class-II aminoacyl-tRNA synthetase family.
330	P42684	9606.ENSP00000427562	ABL2	Tyrosine-protein kinase ABL2; Non-receptor tyrosine-protein kinase that plays an ABL1- overlapping role in key processes linked to cell growth and survival such as cytoskeleton remodeling in response to extracellular stimuli, cell motility and adhesion and receptor endocytosis. Coordinates actin remodeling through tyrosine phosphorylation of proteins controlling cytoskeleton dynamics like MYH10 (involved in movement); CTTN (involved in signaling); or TUBA1 and TUBB (microtubule subunits). Binds directly F-actin and regulates actin cytoskeletal structure through its F-actin- bundling ac [...] 
331	P43652	9606.ENSP00000226355	AFM	Afamin; Functions as carrier for hydrophobic molecules in body fluids (Probable). Essential for the solubility and activity of lipidated Wnt family members, including WNT1, WNT2B, WNT3, WNT3A, WNT5A, WNT7A, WNT7B, WNT8, WNT9A, WNT9B, WNT10A and WNT10B. Binds vitamin E. May transport vitamin E in body fluids under conditions where the lipoprotein system is not sufficient. May be involved in the transport of vitamin E across the blood-brain barrier. Belongs to the ALB/AFP/VDB family.
332	P46459	9606.ENSP00000381293	NSF	Vesicle-fusing ATPase; Required for vesicle-mediated transport. Catalyzes the fusion of transport vesicles within the Golgi cisternae. Is also required for transport from the endoplasmic reticulum to the Golgi stack. Seems to function as a fusion protein required for the delivery of cargo proteins to all compartments of the Golgi stack independent of vesicle origin. Interaction with AMPAR subunit GRIA2 leads to influence GRIA2 membrane cycling (By similarity); Belongs to the AAA ATPase family.
333	P47929	9606.ENSP00000313571	LGALS7B	Galectin-7; Could be involved in cell-cell and/or cell-matrix interactions necessary for normal growth control. Pro-apoptotic protein that functions intracellularly upstream of JNK activation and cytochrome c release.
334	P48201	9606.ENSP00000284727	ATP5MC3	ATP synthase F(0) complex subunit C3, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanis [...] 
335	P49368	9606.ENSP00000295688	CCT3	T-complex protein 1 subunit gamma; Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis. The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance. As part of the TRiC complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia. The TRiC complex plays a role in the folding of actin and tubulin (Probable).
336	P49908	9606.ENSP00000425915	SELENOP	Selenoprotein P; Might be responsible for some of the extracellular antioxidant defense properties of selenium or might be involved in the transport of selenium. May supply selenium to tissues such as brain and testis.
337	P50213	9606.ENSP00000299518	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Catalytic subunit of the enzyme which catalyzes the decarboxylation of isocitrate (ICT) into alpha-ketoglutarate. The heterodimer composed of the alpha (IDH3A) and beta (IDH3B) subunits and the heterodimer composed of the alpha (IDH3A) and gamma (IDH3G) subunits, have considerable basal activity but the full activity of the heterotetramer (containing two subunits of IDH3A, one of IDH3B and one of IDH3G) requires the assembly and cooperative function of both heterodimers.
338	P50607	9606.ENSP00000305426	TUB	Tubby protein homolog; Functions in signal transduction from heterotrimeric G protein-coupled receptors. Binds to membranes containing phosphatidylinositol 4,5-bisphosphate. Can bind DNA (in vitro). May contribute to the regulation of transcription in the nucleus. Could be involved in the hypothalamic regulation of body weight (By similarity). Contribute to stimulation of phagocytosis of apoptotic retinal pigment epithelium (RPE) cells and macrophages.
339	P50991	9606.ENSP00000377958	CCT4	T-complex protein 1 subunit delta; Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis. The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance. As part of the TRiC complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia. The TRiC complex plays a role in the folding of actin and tubulin (Probable).
340	P51148	9606.ENSP00000447053	RAB5C	Ras-related protein Rab-5C; Protein transport. Probably involved in vesicular traffic (By similarity); Belongs to the small GTPase superfamily. Rab family.
341	P51149	9606.ENSP00000265062	RAB7A	Ras-related protein Rab-7a; Key regulator in endo-lysosomal trafficking. Governs early- to-late endosomal maturation, microtubule minus-end as well as plus-end directed endosomal migration and positioning, and endosome-lysosome transport through different protein-protein interaction cascades. Plays a central role, not only in endosomal traffic, but also in many other cellular and physiological events, such as growth-factor-mediated cell signaling, nutrient-transportor mediated nutrient uptake, neurotrophin transport in the axons of neurons and lipid metabolism. Also involved in regulat [...] 
342	P51854	9606.ENSP00000358931	TKTL1	Transketolase-like protein 1; Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate; Belongs to the transketolase family.
343	P51884	9606.ENSP00000266718	LUM	Lumican; Belongs to the small leucine-rich proteoglycan (SLRP) family. SLRP class II subfamily.
344	P53634	9606.ENSP00000227266	CTSC	Dipeptidyl peptidase 1 exclusion domain chain; Thiol protease. Has dipeptidylpeptidase activity. Active against a broad range of dipeptide substrates composed of both polar and hydrophobic amino acids. Proline cannot occupy the P1 position and arginine cannot occupy the P2 position of the substrate. Can act as both an exopeptidase and endopeptidase. Activates serine proteases such as elastase, cathepsin G and granzymes A and B. Can also activate neuraminidase and factor XIII; Belongs to the peptidase C1 family.
345	P53675	9606.ENSP00000441158	CLTCL1	Clathrin heavy chain 2; Clathrin is the major protein of the polyhedral coat of coated pits and vesicles. Two different adapter protein complexes link the clathrin lattice either to the plasma membrane or to the trans- Golgi network (By similarity).
346	P54315	9606.ENSP00000433933	PNLIPRP1	Inactive pancreatic lipase-related protein 1; May function as inhibitor of dietary triglyceride digestion. Lacks detectable lipase activity towards triglycerides, diglycerides, phosphatidylcholine, galactolipids or cholesterol esters (in vitro) (By similarity); Belongs to the AB hydrolase superfamily. Lipase family.
347	P55058	9606.ENSP00000417138	PLTP	Phospholipid transfer protein; Facilitates the transfer of a spectrum of different lipid molecules, including diacylglycerol, phosphatidic acid, sphingomyelin, phosphatidylcholine, phosphatidylglycerol, cerebroside and phosphatidyl ethanolamine. Essential for the transfer of excess surface lipids from triglyceride-rich lipoproteins to HDL, thereby facilitating the formation of smaller lipoprotein remnants, contributing to the formation of LDL, and assisting in the maturation of HDL particles. PLTP also plays a key role in the uptake of cholesterol from peripheral cells and tissues that [...] 
348	P55327	9606.ENSP00000429309	TPD52	Tumor protein D52; Belongs to the TPD52 family.
349	P55854	9606.ENSP00000409666	SUMO3	Small ubiquitin like modifier 3.
350	P57053	9606.ENSP00000481622	H2BS1	Histone H2B type F-S; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
351	P58876	9606.ENSP00000289316	H2BC5	Histone H2B type 1-D; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.
352	P59923	9606.ENSP00000379387	ZNF445	Zinc finger protein 445; Transcription regulator required to maintain maternal and paternal gene imprinting, a process by which gene expression is restricted in a parent of origin-specific manner by epigenetic modification of genomic DNA and chromatin, including DNA methylation. Acts by controlling DNA methylation during the earliest multicellular stages of development at multiple imprinting control regions (ICRs). Acts together with ZFP57, but seems to be the major factor in human early embryonic imprinting maintenance. In contrast, in mice, ZFP57 plays the predominant role in imprint [...] 
353	P60174	9606.ENSP00000229270	TPI1	Triosephosphate isomerase; Triosephosphate isomerase is an extremely efficient metabolic enzyme that catalyzes the interconversion between dihydroxyacetone phosphate (DHAP) and D-glyceraldehyde-3-phosphate (G3P) in glycolysis and gluconeogenesis.
354	P60660	9606.ENSP00000446955	MYL6	Myosin light polypeptide 6; Regulatory light chain of myosin. Does not bind calcium.
355	P60673	9606.ENSP00000351379	PFN3	Profilin-3; Binds to actin and affects the structure of the cytoskeleton. Slightly reduces actin polymerization. Binds to poly-L-proline, phosphatidylinositol 3-phosphate (PtdIns(3)P), phosphatidylinositol 4,5-bisphosphate (PtdIns(4,5)P2) and phosphatidylinositol 4-phosphate (PtdIns(4)P). May be involved in spermatogenesis. Belongs to the profilin family.
356	P60709	9606.ENSP00000494750	ACTB	Actin, cytoplasmic 1, N-terminally processed; Actin is a highly conserved protein that polymerizes to produce filaments that form cross-linked networks in the cytoplasm of cells. Actin exists in both monomeric (G-actin) and polymeric (F-actin) forms, both forms playing key functions, such as cell motility and contraction. In addition to their role in the cytoplasmic cytoskeleton, G- and F-actin also localize in the nucleus, and regulate gene transcription and motility and repair of damaged DNA.
357	P60842	9606.ENSP00000293831	EIF4A1	Eukaryotic initiation factor 4A-I; ATP-dependent RNA helicase which is a subunit of the eIF4F complex involved in cap recognition and is required for mRNA binding to ribosome. In the current model of translation initiation, eIF4A unwinds RNA secondary structures in the 5'-UTR of mRNAs which is necessary to allow efficient binding of the small ribosomal subunit, and subsequent scanning for the initiator codon.
358	P60900	9606.ENSP00000261479	PSMA6	Proteasome subunit alpha type-6; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pr [...] 
359	P61020	9606.ENSP00000353444	RAB5B	Ras-related protein Rab-5B; Protein transport. Probably involved in vesicular traffic (By similarity).
360	P61604	9606.ENSP00000233893	HSPE1	10 kDa heat shock protein, mitochondrial; Co-chaperonin implicated in mitochondrial protein import and macromolecular assembly. Together with Hsp60, facilitates the correct folding of imported proteins. May also prevent misfolding and promote the refolding and proper assembly of unfolded polypeptides generated under stress conditions in the mitochondrial matrix. The functional units of these chaperonins consist of heptameric rings of the large subunit Hsp60, which function as a back-to-back double ring. In a cyclic reaction, Hsp60 ring complexes bind one unfolded substrate protein per  [...] 
361	P61626	9606.ENSP00000261267	LYZ	Lysozyme C; Lysozymes have primarily a bacteriolytic function; those in tissues and body fluids are associated with the monocyte-macrophage system and enhance the activity of immunoagents.
362	P61956	9606.ENSP00000405965	SUMO2	Small ubiquitin-related modifier 2; Ubiquitin-like protein that can be covalently attached to proteins as a monomer or as a lysine-linked polymer. Covalent attachment via an isopeptide bond to its substrates requires prior activation by the E1 complex SAE1-SAE2 and linkage to the E2 enzyme UBE2I, and can be promoted by an E3 ligase such as PIAS1-4, RANBP2, CBX4 or ZNF451. This post-translational modification on lysine residues of proteins plays a crucial role in a number of cellular processes such as nuclear transport, DNA replication and repair, mitosis and signal transduction. Polyme [...] 
363	P62191	9606.ENSP00000261303	PSMC1	26S proteasome regulatory subunit 4; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair. PSMC1 belongs to the heterohexameric ring of AAA (ATPases associated with [...] 
364	P62195	9606.ENSP00000310572	PSMC5	26S proteasome regulatory subunit 8; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair. PSMC5 belongs to the heterohexameric ring of AAA (ATPases associated with [...] 
365	P62241	9606.ENSP00000379888	RPS8	Ribosomal protein S8; Belongs to the eukaryotic ribosomal protein eS8 family.
366	P62318	9606.ENSP00000215829	SNRPD3	Small nuclear ribonucleoprotein Sm D3; Plays role in pre-mRNA splicing as core component of the SMN- Sm complex that mediates spliceosomal snRNP assembly and as component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Component of both the pre-catalytic spliceosome B complex and activated spliceosome C complexes. Is also a component of the minor U12 spliceosome. As part of the U7 snRNP it is involved in histone pre-mRNA 3'-end processing (By similarity).
367	P62424	9606.ENSP00000361076	RPL7A	Ribosomal protein L7a.
